,brand,price,cartype,model,gearbox,regdate,mileage,motorpower,fuel,car_steering,carcolor,exchange,version,doors,financial,extra,Y
125,ford,39700,sedã,ka,manual,2018,58000,1.5,flex,elétrica,branco,não,ka 1.5 sedan sel 12v flex 4p mec.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",0
126,ford,36000,hatch,ka,manual,2017,57000,1.5,flex,elétrica,branco,não,ka 1.5 16v flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som",0
127,ford,32900,hatch,fiesta,manual,2014,35000,1.5,flex,elétrica,preto,não,fiesta 1.5 16v flex mec. 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré, c mera de ré",1
128,ford,42890,hatch,focus,automático,2014,73500,1.6,flex,elétrica,cinza,não,focus 1.6 s se se plus flex 8v 16v  5p,4 portas,ipva pago,"air bag, trava elétrica, ar condicionado, som",0
129,ford,41990,hatch,ka,manual,2018,25000,1,flex,elétrica,0,sim,0,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
130,vwvolkswagen,39900,pickup,saveiro,manual,2015,25000,1.6,flex,hidráulica,branco,sim,saveiro trendline 1.6 t.flex 8v cd,2 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
131,ford,47990,suv,ecosport,manual,2017,0,1.6,flex,elétrica,preto,sim,ecosport freestyle 1.6 16v flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
132,ford,50900,passeio,focus,automático,2016,70000,0,flex,0,0,0,focus 1.6 s 1.6 se flex 16v 5p aut,4 portas,0,"vidro elétrico, air bag, trava elétrica, direção hidráulica, alarme",0
133,vwvolkswagen,29900,sedã,voyage,manual,2016,63000,1.6,flex,hidráulica,prata,sim,voyage trendline 1.6 t.flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica",1
134,ford,32500,hatch,fiesta,automático,2014,115000,1.6,flex,elétrica,verde,sim,fiesta tit. tit.plus 1.6 16v flex aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",0
135,ford,38900,hatch,ka,manual,2018,15000,1,flex,elétrica,preto,sim,ka 1.0 se se plus tivct flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
136,vwvolkswagen,40886,hatch,fox,automático,2016,29000,1.6,flex,hidráulica,prata,sim,fox comfortline i motion 1.6 flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",0
137,vwvolkswagen,29990,hatch,gol,manual,2016,36300,1,flex,hidráulica,preto,sim,gol special 1.0 mi 4p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica",1
138,ford,24990,hatch,fiesta,manual,2014,9000,1,flex,hidráulica,cinza,sim,fiesta se 1.0 8v flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
139,vwvolkswagen,26000,sedã,voyage,manual,2014,100,1,flex,hidráulica,branco,não,voyage selecao 1.0 mi total flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
140,vwvolkswagen,29899,hatch,gol,automático,2014,62000,1.6,flex,hidráulica,prata,0,gol 1.6 mi rallye i motion t. flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",1
141,ford,33900,hatch,ka,manual,2016,0,1,flex,elétrica,preto,sim,ka 1.0 se se plus tivct flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,vwvolkswagen,21900,hatch,fox,manual,2013,80000,1,flex,hidráulica,prata,sim,fox 1.0 mi total flex 8v 5p,4 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
144,ford,55805,0,focus,automático,2018,23000,2.02.9,flex,elétrica,0,sim,focus 2.0 16v se se plus flex 5p aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, som",0
145,ford,48390,sedã,focus,automático,2017,84000,2.02.9,flex,hidráulica,branco,sim,focus fastback se se plus 2.0 flex aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
146,vwvolkswagen,42500,hatch,up,manual,2018,32000,1,flex,hidráulica,preto,sim,up  black white red 1.0 tsi tflex 12v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
147,vwvolkswagen,28900,passeio,up,manual,2015,0,1,flex,elétrica,vermelho,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, c mera de ré",0
148,vwvolkswagen,28900,passeio,gol,manual,2015,0,1.6,flex,hidráulica,preto,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",1
149,ford,33000,hatch,ka,manual,2017,77000,1,flex,elétrica,preto,não,ka 1.0 sel tivct flex 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, som",0
150,vwvolkswagen,15000,hatch,fox,manual,2014,1111,1.6,flex,hidráulica,vermelho,não,fox plus 1.6mi  1.6mi total flex 8v 4p,4 portas,financiado,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
151,ford,58990,0,focus,manual,2018,26000,1.6,flex,elétrica,cinza,sim,focus 1.6 s se se plus flex 8v 16v  5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, direção hidráulica, som, sensor de ré",0
152,vwvolkswagen,31900,passeio,gol,manual,2018,29541,1,flex,mecnica,branco,sim,0,4 portas,0,0,0
153,ford,61900,passeio,ecosport,automático,2018,17000,1.5,flex,elétrica,preto,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
154,vwvolkswagen,33899,hatch,gol,manual,2018,39000,1,flex,elétrica,branco,sim,gol 1.0 flex 12v 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",1
155,ford,75000,pickup,ranger,manual,2016,46500,0,flex,hidráulica,prata,não,ranger xlt 2.5 16v 4x2 cd flex,4 portas,ipva pago,"vidro elétrico, air bag, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
156,vwvolkswagen,39900,pickup,saveiro,manual,2015,89000,1.6,flex,hidráulica,amarelo,sim,saveiro cross 1.6 t. flex 16v ce,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
157,vwvolkswagen,29900,hatch,gol,manual,2015,999999,1,flex,hidráulica,branco,sim,gol comfortline 1.0 t. flex 8v 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, som",1
158,vwvolkswagen,25000,hatch,gol,manual,2015,78000,1,flex,hidráulica,prata,não,gol city 1.0 mi 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
159,vwvolkswagen,35000,0,crossfox,manual,2014,46000,1.6,flex,hidráulica,preto,0,crossfox  1.6 t. flex 16v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
160,vwvolkswagen,33000,passeio,gol,manual,2014,155000,1,flex,hidráulica,vermelho,sim,gol track 1.0 mi total flex 8v 4p,0,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
161,ford,42500,0,ecosport,manual,2013,78000,1.6,flex,hidráulica,preto,sim,ecosport se 1.6 16v flex 5p mec.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
162,vwvolkswagen,26500,0,saveiro,0,2013,71000,0,flex,0,0,não,0,0,0,0,0
163,vwvolkswagen,27000,passeio,voyage,manual,2014,82000,1,flex,hidráulica,prata,sim,voyage trendline 1.0 t.flex 12v 4p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",1
164,ford,63990,sedã,fusion,automático,2014,71000,2.02.9,flex,elétrica,cinza,sim,fusion titanium 2.0 gtdi eco. fwd aut.,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
165,vwvolkswagen,64900,passeio,polo,automático,2018,36000,1,flex,hidráulica,branco,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, c mera de ré",0
166,vwvolkswagen,31599,suv,spacefox,manual,2014,80000,1.6,flex,hidráulica,branco,0,spacefox  sportline highline 1.6 t.flex,0,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",1
167,vwvolkswagen,32900,0,gol,0,2016,86000,0,flex,0,0,0,gol special 1.0 total flex 8v 5p,0,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",0
168,vwvolkswagen,27900,passeio,gol,manual,2013,143580,1,flex,hidráulica,vermelho,0,gol  novo  1.0 mi total flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
169,vwvolkswagen,34500,sedã,voyage,manual,2016,137000,1.6,flex,hidráulica,prata,sim,voyage 1.6 msi flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
170,vwvolkswagen,38900,passeio,voyage,manual,2018,0,1.6,flex,hidráulica,prata,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
171,vwvolkswagen,31900,0,saveiro,manual,2018,34300,1.6,flex,hidráulica,0,0,saveiro robust 1.6 total flex 8v,2 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme",0
172,ford,31999,hatch,fiesta,automático,2015,55000,1.6,flex,elétrica,vermelho,não,0,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",1
173,ford,45900,passeio,ecosport,manual,2015,24000,1.6,flex,elétrica,branco,0,ecosport se 1.6 16v flex 5p mec.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som",0
174,ford,31900,hatch,ka,manual,2018,42157,1,flex,elétrica,preto,sim,ka 1.0 s tivct flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
175,ford,29900,hatch,ka,manual,2015,104000,1,flex,elétrica,0,0,ka 1.0 se 12v flex 4p manual,4 portas,0,0,0
176,vwvolkswagen,28000,hatch,fox,manual,2014,90000,1,flex,hidráulica,branco,0,fox trendline 1.0 flex 12v 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
177,vwvolkswagen,60000,sedã,virtus,automático,2018,33000,1,flex,hidráulica,branco,não,virtus comfort. 200 tsi 1.0 flex 12v aut,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
178,vwvolkswagen,23000,pickup,saveiro,manual,2013,130000,1.6,flex,mecnica,cinza,0,saveiro cl 1.6 mi   cl  c 1.6,2 portas,ipva pago,"ar condicionado, som",0
179,ford,35900,hatch,fiesta,manual,2016,60000,1.5,flex,elétrica,preto,sim,fiesta 1.5 16v flex mec. 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
180,vwvolkswagen,30000,0,voyage,semiautomático,2015,118,1.6,flex,hidráulica,prata,sim,voyage i motion comf hghli.1.6 t.flex 8v,4 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
181,ford,54891,hatch,focus,automático,2017,60000,2.02.9,flex,hidráulica,branco,sim,focus 2.0 16v se se plus flex 5p aut.,4 portas,0,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica",0
182,ford,33990,hatch,ka,manual,2018,60000,1,flex,elétrica,branco,sim,ka 1.0 se 12v flex 4p manual,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som",0
183,ford,42990,0,ecosport,automático,2015,71000,0,flex,0,0,0,ecosport freestyle 2.0 16v flex 5p aut.,4 portas,0,0,0
184,vwvolkswagen,36500,hatch,fox,manual,2016,60000,1.6,flex,elétrica,branco,sim,fox highline1.6 flex 16v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",0
185,ford,21800,passeio,fiesta,manual,2014,18000,1,flex,hidráulica,vermelho,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",1
186,vwvolkswagen,36900,passeio,spacefox,manual,2016,49000,1.6,flex,elétrica,branco,não,spacefox comfortline 1.6 mi t.flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
187,vwvolkswagen,24886,hatch,gol,manual,2013,62000,1,flex,hidráulica,prata,sim,gol  novo  1.0 mi total flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",1
188,ford,37900,sedã,ka,manual,2017,87593,1.8,flex,0,prata,sim,0,4 portas,ipva pago,0,0
189,ford,23900,hatch,ka,manual,2015,1,1,flex,hidráulica,branco,sim,ka hatch se 1.0 flex 4p c ar,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",1
190,vwvolkswagen,28000,sedã,polo,manual,2013,186700,1.6,flex,hidráulica,prata,sim,polo sed. comfort. 1.6 mi tot. flex 8v,0,com multas,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
191,ford,7000,passeio,ka,manual,2018,51000,1,flex,elétrica,branco,sim,ka 1.0 se 12v flex 4p manual,4 portas,financiado,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som",0
192,vwvolkswagen,79900,sedã,jetta,automático,2015,53000,2.02.9,flex,hidráulica,branco,sim,jetta highline 2.0 tsi 16v 4p tiptronic,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, blindado, c mera de ré",0
193,ford,47000,suv,ecosport,manual,2014,60,1.6,flex,elétrica,azul,sim,ecosport freestyle 1.6 16v flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
194,vwvolkswagen,46000,passeio,jetta,automático,2014,60132,2.02.9,flex,hidráulica,azul,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
195,vwvolkswagen,35900,hatch,fox,manual,2016,44000,1,flex,hidráulica,prata,não,fox comfortline 1.0 flex 12v 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
196,ford,36900,hatch,0,manual,2018,34000,1,flex,elétrica,prata,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, som",0
197,vwvolkswagen,20000,passeio,up,manual,2015,200,1,flex,hidráulica,branco,não,up  move 1.0 total flex 12v 5p,4 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme",0
198,vwvolkswagen,23000,hatch,gol,manual,2013,126000,1.6,flex,hidráulica,branco,não,gol  novo  1.6 mi total flex 8v 4p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme",0
199,vwvolkswagen,30900,sedã,voyage,manual,2017,47000,1.6,flex,hidráulica,prata,sim,voyage trendline 1.6 t.flex 8v 4p,4 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica",1
200,vwvolkswagen,27900,hatch,fox,manual,2016,38000,1,flex,hidráulica,branco,sim,fox trendline 1.0 flex 12v 5p,4 portas,ipva pago,0,1
201,ford,43500,passeio,ecosport,manual,2014,82000,1.6,flex,hidráulica,prata,sim,ecosport freestyle 1.6 16v flex 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
202,ford,42900,hatch,focus,automático,2014,69742,1.6,flex,hidráulica,prata,não,focus 1.6 s se se plus flex 8v 16v  5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
203,vwvolkswagen,52900,passeio,jetta,automático,2014,70673,2.02.9,flex,hidráulica,prata,0,jetta comfortline 2.0 t.flex 8v 4p tipt.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, sensor de ré",0
204,vwvolkswagen,24000,hatch,fox,manual,2013,80000,1,flex,hidráulica,preto,sim,fox trendline 1.0 flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
205,ford,61990,passeio,focus,manual,2018,24000,0,flex,0,0,0,focus 1.6 s se se plus flex 8v 16v  5p,4 portas,0,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica",0
206,vwvolkswagen,22999,vanutilitário,saveiro,manual,2015,88000,1.6,flex,hidráulica,preto,não,saveiro 1.6 mi  1.6 mi total flex 8v,2 portas,0,"air bag, ar condicionado, direção hidráulica, som",0
207,vwvolkswagen,27900,passeio,gol,manual,2016,40923,1,flex,hidráulica,branco,sim,0,4 portas,0,"vidro elétrico, air bag, ar condicionado",1
208,vwvolkswagen,29900,hatch,gol,manual,2014,49000,1,flex,hidráulica,vermelho,sim,gol  novo  1.0 mi total flex 8v 4p,0,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",1
209,vwvolkswagen,28900,0,gol,manual,2015,41572,0,flex,0,0,0,gol trendline 1.0 t.flex 8v 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica",0
210,ford,55900,passeio,ecosport,automático,2017,18000,1.6,flex,elétrica,branco,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
211,ford,29900,passeio,ka,manual,2016,56000,1,flex,hidráulica,preto,sim,ka 1.0 se se plus tivct flex 5p,4 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado",1
212,ford,29900,passeio,ka,manual,2017,43295,1,flex,hidráulica,vermelho,sim,0,4 portas,0,"vidro elétrico, air bag, ar condicionado",1
213,ford,42766,sedã,ka,manual,2018,34500,1.5,flex,hidráulica,preto,sim,ka  sedan 1.5 sel 16v flex 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
214,vwvolkswagen,24900,hatch,fox,manual,2014,55000,1.6,flex,hidráulica,vermelho,não,fox plus 1.6mi  1.6mi total flex 8v 4p,4 portas,com multas,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
215,ford,33014,passeio,ka,manual,2018,41340,1.5,flex,elétrica,prata,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado",0
216,vwvolkswagen,27900,passeio,fox,manual,2013,0,1.6,flex,hidráulica,preto,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",1
